,text,y
358,"not even felinni would know what to make of this italian freakshow .
",0
359,"but when it does , you 're entirely unprepared .
",2
360,"garc챠a bernal and talanc처n are an immensely appealing couple , and even though their story is predictable , you 'll want things to work out .
",3
361,"-- but certainly hard to hate .
",3
362,"finely crafted , finely written , exquisitely performed
",4
363,"earnest but heavy-handed .
",2
364,"parker can not sustain the buoyant energy level of the film 's city beginnings into its country conclusion '
",1
365,"ali 's graduation from little screen to big is far less painful than his opening scene encounter with an over-amorous terrier .
",2
366,"the story is a rather simplistic one : grief drives her , love drives him , and a second chance to find love in the most unlikely place - it struck a chord in me .
",3
367,"bacon keeps things interesting , but do n't go out of your way to pay full price .
",2
368,"a cockeyed shot all the way .
",1
369,"clare peploe 's airless movie adaptation could use a little american pie-like irreverence .
",1
370,"a woefully dull , redundant concept that bears more than a whiff of exploitation , despite iwai 's vaunted empathy .
",0
371,"a cutesy romantic tale with a twist .
",3
372,"about one in three gags in white 's intermittently wise script hits its mark ; the rest are padding unashamedly appropriated from the teen-exploitation playbook .
",1
373,"it plods along methodically , somehow under the assumption that its `` dead wife communicating from beyond the grave '' framework is even remotely new or interesting .
",1
374,"give credit to everyone from robinson down to the key grip that this bold move works .
",4
375,"enough said , except : film overboard !
",0
376,"a suffocating rape-payback horror show that hinges on the subgenre 's most enabling victim ... and an ebullient affection for industrial-model meat freezers .
",3
377,"while we no longer possess the lack-of-attention span that we did at seventeen , we had no trouble sitting for blade ii .
",3
378,"a collage of clich챕s and a dim echo of allusions to other films .
",1
379,"combine the paranoid claustrophobia of a submarine movie with the unsettling spookiness of the supernatural -- why did n't hollywood think of this sooner ?
",3
380,"if damon and affleck attempt another project greenlight , next time out they might try paying less attention to the miniseries and more attention to the film it is about .
",1
381,"the screenplay by james eric , james horton and director peter o'fallon ... is so pat it makes your teeth hurt .
",1
382,"i 'm giving it thumbs down due to the endlessly repetitive scenes of embarrassment .
",1
383,"not only does leblanc make one spectacularly ugly-looking broad , but he appears miserable throughout as he swaggers through his scenes .
",1
384,"an elegant work , food of love is as consistently engaging as it is revealing .
",3
385,"the pain , loneliness and insecurity of the screenwriting process are vividly and painfully brought to slovenly life in this self-deprecating , biting and witty feature written by charlie kaufman and his twin brother , donald , and directed by spike jonze .
",3
386,"... a weak and ineffective ghost story without a conclusion or pay off .
",0
387,"if you 're a fan of the series you 'll love it and probably want to see it twice .
",4
388,"maid in manhattan might not look so appealing on third or fourth viewing down the road ... but as a high concept vehicle for two bright stars of the moment who can rise to fans ' lofty expectations , the movie passes inspection .
",2
389,"shanghai ghetto should be applauded for finding a new angle on a tireless story , but you might want to think twice before booking passage .
",2
390,"cynics need not apply . '
",2
391,"the film never finds its tone and several scenes run too long .
",1
392,"suffers from a lack of clarity and audacity that a subject as monstrous and pathetic as dahmer demands .
",0
393,"it 's not a motion picture ; it 's an utterly static picture .
",0
394,"it 's probably not easy to make such a worthless film ...
",0
395,"the film is bright and flashy in all the right ways .
",4
396,"a brisk , reverent , and subtly different sequel .
",4
397,"pure of intention and passably diverting , his secret life is light , innocuous and unremarkable .
",2
398,"a macabre and very stylized swedish fillm about a modern city where all the religious and civic virtues that hold society in place are in tatters .
",3
399,"does an impressive job of relating the complicated history of the war and of filling in the background .
",3
400,"a fascinating documentary that provides a rounded and revealing overview of this ancient holistic healing system
",4
401,"ice age is the first computer-generated feature cartoon to feel like other movies , and that makes for some glacial pacing early on .
",2
402,"a cautionary tale about the folly of superficiality that is itself endlessly superficial .
",1
403,"quitting , however , manages just to be depressing , as the lead actor phones in his autobiographical performance .
",1
404,"i did go back and check out the last 10 minutes , but these were more repulsive than the first 30 or 40 minutes .
",0
405,"in the end , the movie bogs down in insignificance , saying nothing about kennedy 's assassination and revealing nothing about the pathology it pretends to investigate .
",0
406,"mildly entertaining .
",2
407,"` men in black ii creates a new threat for the mib , but recycles the same premise .
",2
408,"it 's refreshing to see a movie that embraces its old-fashioned themes and in the process comes out looking like something wholly original .
",4
409,"it must be the end of the world : the best film so far this year is a franchise sequel starring wesley snipes .
",3
410,"boomers and their kids will have a barrie good time .
",3
411,"wow .
",3
412,"if disney 's cinderella proved that ' a dream is a wish your heart makes , ' then cinderella ii proves that a nightmare is a wish a studio 's wallet makes .
",1
413,"been there , done that ... a thousand times already , and better .
",1
414,"an infuriating film .
",0
